,func,target,project
117,"  function withdraw(uint256 _amount) external payable onlyOwner {
    require(_amount > 0 && _amount <= address(this).balance );
    owner.transfer(_amount);
    emit Withdraw(owner, _amount);
  }",False,buggy_25.sol
118,"function claimReward_re_ent39() public {        
        require(redeemableEther_re_ent39[msg.sender] > 0);
        uint transferValue_re_ent39 = redeemableEther_re_ent39[msg.sender];
        msg.sender.transfer(transferValue_re_ent39);    
        redeemableEther_re_ent39[msg.sender] = 0;
    }",True,buggy_25.sol
119,"    function mul(uint256 a, uint256 b) internal pure returns (uint256) {
        if (a == 0) {
            return 0;
        }
        uint256 c = a * b;
        require(c / a == b);
        return c;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
120,"    function div(uint256 a, uint256 b) internal pure returns (uint256) {
        require(b > 0);
        uint256 c = a / b;
        return c;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
121,"    function sub(uint256 a, uint256 b) internal pure returns (uint256) {
        require(b <= a);
        uint256 c = a - b;
        return c;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
122,"    function add(Role storage role, address account) internal {
        require(account != address(0));
        require(!has(role, account));
        role.bearer[account] = true;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
123,"    function mod(uint256 a, uint256 b) internal pure returns (uint256) {
        require(b != 0);
        return a % b;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
124,"    function transfer(address to, uint256 value)
        public
        onlyWhitelisted(msg.sender)
        onlyWhitelisted(to)
        returns (bool)
    {
        return super.transfer(to, value);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
125,"    function approve(address spender, uint256 value) public whenNotPaused returns (bool) {
        return super.approve(spender, value);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
126,"    function transferFrom(address from, address to, uint256 value)
        public
        onlyWhitelisted(from)
        onlyWhitelisted(to)
        returns (bool)
    {
        return super.transferFrom(from, to, value);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
127,"    function totalSupply() public view returns (uint256) {
        return _totalSupply;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
128,"    function balanceOf(address owner) public view returns (uint256) {
        return _balances[owner];
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
129,"    function allowance(address owner, address spender) public view returns (uint256) {
        return _allowed[owner][spender];
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
130,"    function name() public view returns (string memory) {
        return _name;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
131,"    function symbol() public view returns (string memory) {
        return _symbol;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
132,"    function decimals() public view returns (uint8) {
        return _decimals;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
133,"    function increaseAllowance(address spender, uint addedValue) public whenNotPaused returns (bool success) {
        return super.increaseAllowance(spender, addedValue);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
134,"    function decreaseAllowance(address spender, uint subtractedValue) public whenNotPaused returns (bool success) {
        return super.decreaseAllowance(spender, subtractedValue);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
135,"    function _transfer(address from, address to, uint256 value) internal {
        require(to != address(0));
        _balances[from] = _balances[from].sub(value);
        _balances[to] = _balances[to].add(value);
        emit Transfer(from, to, value);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
136,"    function _mint(address account, uint256 value) internal {
        require(account != address(0));
        _totalSupply = _totalSupply.add(value);
        _balances[account] = _balances[account].add(value);
        emit Transfer(address(0), account, value);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
137,"    function _burn(address account, uint256 value) internal {
        require(account != address(0));
        _totalSupply = _totalSupply.sub(value);
        _balances[account] = _balances[account].sub(value);
        emit Transfer(account, address(0), value);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
138,"    function _burnFrom(address account, uint256 value) internal {
        _allowed[account][msg.sender] = _allowed[account][msg.sender].sub(value);
        _burn(account, value);
        emit Approval(account, msg.sender, _allowed[account][msg.sender]);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
139,"    function remove(Role storage role, address account) internal {
        require(account != address(0));
        require(has(role, account));
        role.bearer[account] = false;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
140,"    function has(Role storage role, address account) internal view returns (bool) {
        require(account != address(0));
        return role.bearer[account];
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
141,"    function isPauser(address account) public view returns (bool) {
        return _pausers.has(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
142,"    function addPauser(address account) public onlyPauser {
        _addPauser(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
143,"    function renouncePauser() public {
        _removePauser(msg.sender);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
144,"    function _addPauser(address account) internal {
        _pausers.add(account);
        emit PauserAdded(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
145,"    function _removePauser(address account) internal {
        _pausers.remove(account);
        emit PauserRemoved(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
146,"    function paused() public view returns (bool) {
        return _paused;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
147,"    function pause() public onlyPauser whenNotPaused {
        _paused = true;
        emit Paused(msg.sender);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
148,"    function unpause() public onlyPauser whenPaused {
        _paused = false;
        emit Unpaused(msg.sender);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
149,"    function isMinter(address account) public view returns (bool) {
        return _minters.has(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
150,"    function addMinter(address account) public onlyMinter {
        _addMinter(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
151,"    function renounceMinter() public {
        _removeMinter(msg.sender);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
152,"    function _addMinter(address account) internal {
        _minters.add(account);
        emit MinterAdded(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
153,"    function _removeMinter(address account) internal {
        _minters.remove(account);
        emit MinterRemoved(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
154,"    function mint(address to, uint256 value) public onlyWhitelisted(to) returns (bool) {
        return super.mint(to, value);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
155,"    function owner() public view returns (address) {
        return _owner;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
156,"    function isOwner() public view returns (bool) {
        return msg.sender == _owner;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
157,"    function renounceOwnership() public onlyOwner {
        emit OwnershipTransferred(_owner, address(0));
        _owner = address(0);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
158,"    function transferOwnership(address newOwner) public onlyOwner {
        _transferOwnership(newOwner);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
159,"    function _transferOwnership(address newOwner) internal {
        require(newOwner != address(0));
        emit OwnershipTransferred(_owner, newOwner);
        _owner = newOwner;
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
160,"    function isWhitelisted(address account) public view returns (bool) {
        return whitelist.isWhitelisted(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
161,"    function setWhitelist(IWhitelist _whitelist) public onlyOwner {
        whitelist = _whitelist;
        emit WhitelistChanged(_whitelist);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
162,"    function isBurner(address account) public view returns (bool) {
        return _burners.has(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
163,"    function addBurner(address account) public onlyBurner {
        _addBurner(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
164,"    function renounceBurner() public {
        _removeBurner(msg.sender);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
165,"    function _addBurner(address account) internal {
        _burners.add(account);
        emit BurnerAdded(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
166,"    function _removeBurner(address account) internal {
        _burners.remove(account);
        emit BurnerRemoved(account);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
167,"    function burn(uint256 value) public onlyBurner() {
        _burn(msg.sender, value);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
168,"    function burnFrom(address from, uint256 value) public onlyBurner() {
        _burnFrom(from, value);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
169,"    function reclaimEther() external onlyOwner {
        msg.sender.transfer(address(this).balance);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
170,"    function safeTransfer(IERC20 token, address to, uint256 value) internal {
        require(token.transfer(to, value));
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
171,"    function safeTransferFrom(IERC20 token, address from, address to, uint256 value) internal {
        require(token.transferFrom(from, to, value));
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
172,"    function safeApprove(IERC20 token, address spender, uint256 value) internal {
        require((value == 0) || (token.allowance(address(this), spender) == 0));
        require(token.approve(spender, value));
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
173,"    function safeIncreaseAllowance(IERC20 token, address spender, uint256 value) internal {
        uint256 newAllowance = token.allowance(address(this), spender).add(value);
        require(token.approve(spender, newAllowance));
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
174,"    function safeDecreaseAllowance(IERC20 token, address spender, uint256 value) internal {
        uint256 newAllowance = token.allowance(address(this), spender).sub(value);
        require(token.approve(spender, newAllowance));
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
175,"    function reclaimToken(IERC20 token) external onlyOwner {
        uint256 balance = token.balanceOf(address(this));
        token.safeTransfer(owner(), balance);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
176,"    function burnBlacklisted(address from, uint256 value)
        public
        onlyBurner()
        notWhitelisted(from)
    {
        _burn(from, value);
    }",False,0xa1b756be589441519b1a08e16bc4f60ab177d916.sol
177,"    function PrivateBank(address _lib)
    {
        TransferLog = Log(_lib);
    }",False,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol
178,"    function Deposit()
    public
    payable
    {
        if(msg.value >= MinDeposit)
        {
            balances[msg.sender]+=msg.value;
            TransferLog.AddMessage(msg.sender,msg.value,""Deposit"");
        }
    }",False,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol
179,"    function CashOut(uint _am)
    {
        if(_am<=balances[msg.sender])
        {            
            if(msg.sender.call.value(_am)())
            {
                balances[msg.sender]-=_am;
                TransferLog.AddMessage(msg.sender,_am,""CashOut"");
            }
        }
    }",True,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol
180,"    function AddMessage(address _adr,uint _val,string _data)
    public
    {
        LastMsg.Sender = _adr;
        LastMsg.Time = now;
        LastMsg.Val = _val;
        LastMsg.Data = _data;
        History.push(LastMsg);
    }",False,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol
181,"interface tokenRecipient { function receiveApproval(address _from, uint256 _value, address _token, bytes _extraData) external; }",False,0x445897386fdd9f76f4c1b339a583d00ff215d6c2.sol
182,"    function _transfer(address _from, address _to, uint _value) internal {
        require(_to != 0x0);
        require(balanceOf[_from] >= _value);
        require(balanceOf[_to] + _value >= balanceOf[_to]);
        uint previousBalances = balanceOf[_from] + balanceOf[_to];
        balanceOf[_from] -= _value;
        balanceOf[_to] += _value;
        emit Transfer(_from, _to, _value);
        assert(balanceOf[_from] + balanceOf[_to] == previousBalances);
    }",False,0x445897386fdd9f76f4c1b339a583d00ff215d6c2.sol
